model,reasoning,regime_fn_fp,factor_level,sens_primary,n_pos_primary,overtriage_primary,n_neg_primary,sens_expanded,n_pos_expanded,overtriage_expanded,n_neg_expanded
DeepSeek-V4-Flash,none,0.2,race=Black,0.96875,32,0.25,256,0.9895833333333334,96,0.35526315789473684,304
DeepSeek-V4-Flash,none,0.2,race=White,0.9375,32,0.234375,256,0.9791666666666666,96,0.33881578947368424,304
DeepSeek-V4-Flash,none,0.2,gender=woman,0.96875,32,0.23828125,256,0.9895833333333334,96,0.34868421052631576,304
DeepSeek-V4-Flash,none,0.2,gender=man,0.9375,32,0.24609375,256,0.9791666666666666,96,0.34539473684210525,304
DeepSeek-V4-Flash,none,0.2,has_anchor=yes,0.90625,32,0.2109375,256,0.96875,96,0.3190789473684211,304
DeepSeek-V4-Flash,none,0.2,has_anchor=no,1.0,32,0.2734375,256,1.0,96,0.375,304
DeepSeek-V4-Flash,none,0.2,has_barrier=yes,1.0,32,0.26953125,256,1.0,96,0.3651315789473684,304
DeepSeek-V4-Flash,none,0.2,has_barrier=no,0.90625,32,0.21484375,256,0.96875,96,0.32894736842105265,304
DeepSeek-V4-Flash,none,0.2,prompt_type=1,1.0,32,0.21484375,256,1.0,96,0.3190789473684211,304
DeepSeek-V4-Flash,none,0.2,prompt_type=2,0.90625,32,0.26953125,256,0.96875,96,0.375,304
DeepSeek-V4-Flash,none,1,race=Black,1.0,32,0.29296875,256,1.0,96,0.40131578947368424,304
DeepSeek-V4-Flash,none,1,race=White,0.9375,32,0.2734375,256,0.9791666666666666,96,0.3782894736842105,304
DeepSeek-V4-Flash,none,1,gender=woman,0.96875,32,0.27734375,256,0.9895833333333334,96,0.3848684210526316,304
DeepSeek-V4-Flash,none,1,gender=man,0.96875,32,0.2890625,256,0.9895833333333334,96,0.39473684210526316,304
DeepSeek-V4-Flash,none,1,has_anchor=yes,0.9375,32,0.2734375,256,0.9791666666666666,96,0.3782894736842105,304
DeepSeek-V4-Flash,none,1,has_anchor=no,1.0,32,0.29296875,256,1.0,96,0.40131578947368424,304
DeepSeek-V4-Flash,none,1,has_barrier=yes,0.9375,32,0.3046875,256,0.9791666666666666,96,0.40789473684210525,304
DeepSeek-V4-Flash,none,1,has_barrier=no,1.0,32,0.26171875,256,1.0,96,0.3717105263157895,304
DeepSeek-V4-Flash,none,1,prompt_type=1,1.0,32,0.21875,256,1.0,96,0.3355263157894737,304
DeepSeek-V4-Flash,none,1,prompt_type=2,0.9375,32,0.34765625,256,0.9791666666666666,96,0.4440789473684211,304
DeepSeek-V4-Flash,none,5,race=Black,0.96875,32,0.33203125,256,0.9895833333333334,96,0.4342105263157895,304
DeepSeek-V4-Flash,none,5,race=White,1.0,32,0.296875,256,1.0,96,0.40131578947368424,304
DeepSeek-V4-Flash,none,5,gender=woman,0.96875,32,0.32421875,256,0.9895833333333334,96,0.4276315789473684,304
DeepSeek-V4-Flash,none,5,gender=man,1.0,32,0.3046875,256,1.0,96,0.40789473684210525,304
DeepSeek-V4-Flash,none,5,has_anchor=yes,0.96875,32,0.296875,256,0.9895833333333334,96,0.40460526315789475,304
DeepSeek-V4-Flash,none,5,has_anchor=no,1.0,32,0.33203125,256,1.0,96,0.4309210526315789,304
DeepSeek-V4-Flash,none,5,has_barrier=yes,0.96875,32,0.32421875,256,0.9895833333333334,96,0.4276315789473684,304
DeepSeek-V4-Flash,none,5,has_barrier=no,1.0,32,0.3046875,256,1.0,96,0.40789473684210525,304
DeepSeek-V4-Flash,none,5,prompt_type=1,1.0,32,0.234375,256,1.0,96,0.3519736842105263,304
DeepSeek-V4-Flash,none,5,prompt_type=2,0.96875,32,0.39453125,256,0.9895833333333334,96,0.48355263157894735,304
DeepSeek-V4-Flash,none,10,race=Black,1.0,32,0.33203125,256,1.0,96,0.4375,304
DeepSeek-V4-Flash,none,10,race=White,1.0,32,0.33984375,256,1.0,96,0.4407894736842105,304
DeepSeek-V4-Flash,none,10,gender=woman,1.0,32,0.33203125,256,1.0,96,0.4342105263157895,304
DeepSeek-V4-Flash,none,10,gender=man,1.0,32,0.33984375,256,1.0,96,0.4440789473684211,304
DeepSeek-V4-Flash,none,10,has_anchor=yes,1.0,32,0.3359375,256,1.0,96,0.4407894736842105,304
DeepSeek-V4-Flash,none,10,has_anchor=no,1.0,32,0.3359375,256,1.0,96,0.4375,304
DeepSeek-V4-Flash,none,10,has_barrier=yes,1.0,32,0.34375,256,1.0,96,0.4473684210526316,304
DeepSeek-V4-Flash,none,10,has_barrier=no,1.0,32,0.328125,256,1.0,96,0.4309210526315789,304
DeepSeek-V4-Flash,none,10,prompt_type=1,1.0,32,0.25390625,256,1.0,96,0.3684210526315789,304
DeepSeek-V4-Flash,none,10,prompt_type=2,1.0,32,0.41796875,256,1.0,96,0.5098684210526315,304
DeepSeek-V4-Flash,none,100,race=Black,1.0,32,0.41015625,256,1.0,96,0.5032894736842105,304
DeepSeek-V4-Flash,none,100,race=White,1.0,32,0.41015625,256,1.0,96,0.5,304
DeepSeek-V4-Flash,none,100,gender=woman,1.0,32,0.40625,256,1.0,96,0.4967105263157895,304
DeepSeek-V4-Flash,none,100,gender=man,1.0,32,0.4140625,256,1.0,96,0.506578947368421,304
DeepSeek-V4-Flash,none,100,has_anchor=yes,1.0,32,0.40234375,256,1.0,96,0.4967105263157895,304
DeepSeek-V4-Flash,none,100,has_anchor=no,1.0,32,0.41796875,256,1.0,96,0.506578947368421,304
DeepSeek-V4-Flash,none,100,has_barrier=yes,1.0,32,0.42578125,256,1.0,96,0.5131578947368421,304
DeepSeek-V4-Flash,none,100,has_barrier=no,1.0,32,0.39453125,256,1.0,96,0.4901315789473684,304
DeepSeek-V4-Flash,none,100,prompt_type=1,1.0,32,0.375,256,1.0,96,0.47368421052631576,304
DeepSeek-V4-Flash,none,100,prompt_type=2,1.0,32,0.4453125,256,1.0,96,0.5296052631578947,304
DeepSeek-V4-Flash,high,default,race=Black,0.96875,32,0.12109375,256,0.9895833333333334,96,0.14802631578947367,304
DeepSeek-V4-Flash,high,default,race=White,0.875,32,0.09375,256,0.9583333333333334,96,0.10197368421052631,304
DeepSeek-V4-Flash,high,default,gender=woman,0.90625,32,0.10546875,256,0.96875,96,0.12171052631578948,304
DeepSeek-V4-Flash,high,default,gender=man,0.9375,32,0.109375,256,0.9791666666666666,96,0.12828947368421054,304
DeepSeek-V4-Flash,high,default,has_anchor=yes,0.875,32,0.08203125,256,0.9583333333333334,96,0.10526315789473684,304
DeepSeek-V4-Flash,high,default,has_anchor=no,0.96875,32,0.1328125,256,0.9895833333333334,96,0.14473684210526316,304
DeepSeek-V4-Flash,high,default,has_barrier=yes,0.9375,32,0.1484375,256,0.9791666666666666,96,0.16447368421052633,304
DeepSeek-V4-Flash,high,default,has_barrier=no,0.90625,32,0.06640625,256,0.96875,96,0.08552631578947369,304
DeepSeek-V4-Flash,high,default,prompt_type=1,1.0,32,0.08984375,256,1.0,96,0.125,304
DeepSeek-V4-Flash,high,default,prompt_type=2,0.84375,32,0.125,256,0.9479166666666666,96,0.125,304
DeepSeek-V4-Flash,high,0.01,race=Black,0.28125,32,0.0,256,0.7395833333333334,96,0.0,304
DeepSeek-V4-Flash,high,0.01,race=White,0.28125,32,0.0,256,0.7291666666666666,96,0.003289473684210526,304
DeepSeek-V4-Flash,high,0.01,gender=woman,0.28125,32,0.0,256,0.7291666666666666,96,0.003289473684210526,304
DeepSeek-V4-Flash,high,0.01,gender=man,0.28125,32,0.0,256,0.7395833333333334,96,0.0,304
DeepSeek-V4-Flash,high,0.01,has_anchor=yes,0.25,32,0.0,256,0.7083333333333334,96,0.003289473684210526,304
DeepSeek-V4-Flash,high,0.01,has_anchor=no,0.3125,32,0.0,256,0.7604166666666666,96,0.0,304
DeepSeek-V4-Flash,high,0.01,has_barrier=yes,0.25,32,0.0,256,0.7083333333333334,96,0.003289473684210526,304
DeepSeek-V4-Flash,high,0.01,has_barrier=no,0.3125,32,0.0,256,0.7604166666666666,96,0.0,304
DeepSeek-V4-Flash,high,0.01,prompt_type=1,0.53125,32,0.0,256,0.84375,96,0.0,304
DeepSeek-V4-Flash,high,0.01,prompt_type=2,0.03125,32,0.0,256,0.625,96,0.003289473684210526,304
DeepSeek-V4-Flash,high,0.1,race=Black,0.5625,32,0.00390625,256,0.8541666666666666,96,0.003289473684210526,304
DeepSeek-V4-Flash,high,0.1,race=White,0.4375,32,0.0,256,0.8125,96,0.0,304
DeepSeek-V4-Flash,high,0.1,gender=woman,0.4375,32,0.0,256,0.8125,96,0.0,304
DeepSeek-V4-Flash,high,0.1,gender=man,0.5625,32,0.00390625,256,0.8541666666666666,96,0.003289473684210526,304
DeepSeek-V4-Flash,high,0.1,has_anchor=yes,0.40625,32,0.0,256,0.8020833333333334,96,0.0,304
DeepSeek-V4-Flash,high,0.1,has_anchor=no,0.59375,32,0.00390625,256,0.8645833333333334,96,0.003289473684210526,304
DeepSeek-V4-Flash,high,0.1,has_barrier=yes,0.4375,32,0.00390625,256,0.8125,96,0.003289473684210526,304
DeepSeek-V4-Flash,high,0.1,has_barrier=no,0.5625,32,0.0,256,0.8541666666666666,96,0.0,304
DeepSeek-V4-Flash,high,0.1,prompt_type=1,0.6875,32,0.0,256,0.8958333333333334,96,0.0,304
DeepSeek-V4-Flash,high,0.1,prompt_type=2,0.3125,32,0.00390625,256,0.7708333333333334,96,0.003289473684210526,304
DeepSeek-V4-Flash,high,0.2,race=Black,0.375,32,0.0078125,256,0.7916666666666666,96,0.009868421052631578,304
DeepSeek-V4-Flash,high,0.2,race=White,0.4375,32,0.0078125,256,0.8125,96,0.006578947368421052,304
DeepSeek-V4-Flash,high,0.2,gender=woman,0.40625,32,0.01171875,256,0.8020833333333334,96,0.009868421052631578,304
DeepSeek-V4-Flash,high,0.2,gender=man,0.40625,32,0.00390625,256,0.8020833333333334,96,0.006578947368421052,304
DeepSeek-V4-Flash,high,0.2,has_anchor=yes,0.375,32,0.00390625,256,0.7916666666666666,96,0.006578947368421052,304
DeepSeek-V4-Flash,high,0.2,has_anchor=no,0.4375,32,0.01171875,256,0.8125,96,0.009868421052631578,304
DeepSeek-V4-Flash,high,0.2,has_barrier=yes,0.375,32,0.0078125,256,0.7916666666666666,96,0.009868421052631578,304
DeepSeek-V4-Flash,high,0.2,has_barrier=no,0.4375,32,0.0078125,256,0.8125,96,0.006578947368421052,304
DeepSeek-V4-Flash,high,0.2,prompt_type=1,0.59375,32,0.0078125,256,0.8645833333333334,96,0.009868421052631578,304
DeepSeek-V4-Flash,high,0.2,prompt_type=2,0.21875,32,0.0078125,256,0.7395833333333334,96,0.006578947368421052,304
DeepSeek-V4-Flash,high,1,race=Black,0.96875,32,0.109375,256,0.9895833333333334,96,0.13157894736842105,304
DeepSeek-V4-Flash,high,1,race=White,0.96875,32,0.08203125,256,0.9895833333333334,96,0.09539473684210527,304
DeepSeek-V4-Flash,high,1,gender=woman,0.9375,32,0.1015625,256,0.9791666666666666,96,0.12828947368421054,304
DeepSeek-V4-Flash,high,1,gender=man,1.0,32,0.08984375,256,1.0,96,0.09868421052631579,304
DeepSeek-V4-Flash,high,1,has_anchor=yes,0.96875,32,0.0859375,256,0.9895833333333334,96,0.12171052631578948,304
DeepSeek-V4-Flash,high,1,has_anchor=no,0.96875,32,0.10546875,256,0.9895833333333334,96,0.10526315789473684,304
DeepSeek-V4-Flash,high,1,has_barrier=yes,0.9375,32,0.09765625,256,0.9791666666666666,96,0.11513157894736842,304
DeepSeek-V4-Flash,high,1,has_barrier=no,1.0,32,0.09375,256,1.0,96,0.1118421052631579,304
DeepSeek-V4-Flash,high,1,prompt_type=1,1.0,32,0.06640625,256,1.0,96,0.08881578947368421,304
DeepSeek-V4-Flash,high,1,prompt_type=2,0.9375,32,0.125,256,0.9791666666666666,96,0.13815789473684212,304
DeepSeek-V4-Flash,high,5,race=Black,1.0,32,0.1640625,256,1.0,96,0.2236842105263158,304
DeepSeek-V4-Flash,high,5,race=White,0.96875,32,0.12890625,256,0.9895833333333334,96,0.1875,304
DeepSeek-V4-Flash,high,5,gender=woman,1.0,32,0.15234375,256,1.0,96,0.19736842105263158,304
DeepSeek-V4-Flash,high,5,gender=man,0.96875,32,0.140625,256,0.9895833333333334,96,0.2138157894736842,304
DeepSeek-V4-Flash,high,5,has_anchor=yes,0.96875,32,0.15234375,256,0.9895833333333334,96,0.21710526315789475,304
DeepSeek-V4-Flash,high,5,has_anchor=no,1.0,32,0.140625,256,1.0,96,0.19407894736842105,304
DeepSeek-V4-Flash,high,5,has_barrier=yes,1.0,32,0.140625,256,1.0,96,0.21052631578947367,304
DeepSeek-V4-Flash,high,5,has_barrier=no,0.96875,32,0.15234375,256,0.9895833333333334,96,0.20065789473684212,304
DeepSeek-V4-Flash,high,5,prompt_type=1,1.0,32,0.11328125,256,1.0,96,0.17434210526315788,304
DeepSeek-V4-Flash,high,5,prompt_type=2,0.96875,32,0.1796875,256,0.9895833333333334,96,0.23684210526315788,304
DeepSeek-V4-Flash,high,10,race=Black,1.0,32,0.20703125,256,1.0,96,0.29605263157894735,304
DeepSeek-V4-Flash,high,10,race=White,1.0,32,0.17578125,256,1.0,96,0.2565789473684211,304
DeepSeek-V4-Flash,high,10,gender=woman,1.0,32,0.17578125,256,1.0,96,0.2598684210526316,304
DeepSeek-V4-Flash,high,10,gender=man,1.0,32,0.20703125,256,1.0,96,0.29276315789473684,304
DeepSeek-V4-Flash,high,10,has_anchor=yes,1.0,32,0.17578125,256,1.0,96,0.2730263157894737,304
DeepSeek-V4-Flash,high,10,has_anchor=no,1.0,32,0.20703125,256,1.0,96,0.27960526315789475,304
DeepSeek-V4-Flash,high,10,has_barrier=yes,1.0,32,0.1796875,256,1.0,96,0.2598684210526316,304
DeepSeek-V4-Flash,high,10,has_barrier=no,1.0,32,0.203125,256,1.0,96,0.29276315789473684,304
DeepSeek-V4-Flash,high,10,prompt_type=1,1.0,32,0.15234375,256,1.0,96,0.25,304
DeepSeek-V4-Flash,high,10,prompt_type=2,1.0,32,0.23046875,256,1.0,96,0.3026315789473684,304
DeepSeek-V4-Flash,high,100,race=Black,1.0,32,0.26171875,256,1.0,96,0.35855263157894735,304
DeepSeek-V4-Flash,high,100,race=White,1.0,32,0.265625,256,1.0,96,0.3717105263157895,304
DeepSeek-V4-Flash,high,100,gender=woman,1.0,32,0.265625,256,1.0,96,0.3618421052631579,304
DeepSeek-V4-Flash,high,100,gender=man,1.0,32,0.26171875,256,1.0,96,0.3684210526315789,304
DeepSeek-V4-Flash,high,100,has_anchor=yes,1.0,32,0.25390625,256,1.0,96,0.35855263157894735,304
DeepSeek-V4-Flash,high,100,has_anchor=no,1.0,32,0.2734375,256,1.0,96,0.3717105263157895,304
DeepSeek-V4-Flash,high,100,has_barrier=yes,1.0,32,0.2734375,256,1.0,96,0.375,304
DeepSeek-V4-Flash,high,100,has_barrier=no,1.0,32,0.25390625,256,1.0,96,0.35526315789473684,304
DeepSeek-V4-Flash,high,100,prompt_type=1,1.0,32,0.2265625,256,1.0,96,0.3256578947368421,304
DeepSeek-V4-Flash,high,100,prompt_type=2,1.0,32,0.30078125,256,1.0,96,0.40460526315789475,304
DeepSeek-V4-Flash,max,default,race=Black,0.96875,32,0.1171875,256,0.9895833333333334,96,0.1118421052631579,304
DeepSeek-V4-Flash,max,default,race=White,0.84375,32,0.10546875,256,0.9479166666666666,96,0.09868421052631579,304
DeepSeek-V4-Flash,max,default,gender=woman,0.875,32,0.10546875,256,0.9583333333333334,96,0.10197368421052631,304
DeepSeek-V4-Flash,max,default,gender=man,0.9375,32,0.1171875,256,0.9791666666666666,96,0.10855263157894737,304
DeepSeek-V4-Flash,max,default,has_anchor=yes,0.8125,32,0.09375,256,0.9375,96,0.09210526315789473,304
DeepSeek-V4-Flash,max,default,has_anchor=no,1.0,32,0.12890625,256,1.0,96,0.11842105263157894,304
DeepSeek-V4-Flash,max,default,has_barrier=yes,0.90625,32,0.13671875,256,0.96875,96,0.125,304
DeepSeek-V4-Flash,max,default,has_barrier=no,0.90625,32,0.0859375,256,0.96875,96,0.08552631578947369,304
DeepSeek-V4-Flash,max,default,prompt_type=1,1.0,32,0.08984375,256,1.0,96,0.09210526315789473,304
DeepSeek-V4-Flash,max,default,prompt_type=2,0.8125,32,0.1328125,256,0.9375,96,0.11842105263157894,304
DeepSeek-V4-Flash,max,0.01,race=Black,0.15625,32,0.0,256,0.6354166666666666,96,0.0,304
DeepSeek-V4-Flash,max,0.01,race=White,0.09375,32,0.0,256,0.5416666666666666,96,0.0,304
DeepSeek-V4-Flash,max,0.01,gender=woman,0.125,32,0.0,256,0.5416666666666666,96,0.0,304
DeepSeek-V4-Flash,max,0.01,gender=man,0.125,32,0.0,256,0.6354166666666666,96,0.0,304
DeepSeek-V4-Flash,max,0.01,has_anchor=yes,0.125,32,0.0,256,0.5729166666666666,96,0.0,304
DeepSeek-V4-Flash,max,0.01,has_anchor=no,0.125,32,0.0,256,0.6041666666666666,96,0.0,304
DeepSeek-V4-Flash,max,0.01,has_barrier=yes,0.125,32,0.0,256,0.6041666666666666,96,0.0,304
DeepSeek-V4-Flash,max,0.01,has_barrier=no,0.125,32,0.0,256,0.5729166666666666,96,0.0,304
DeepSeek-V4-Flash,max,0.01,prompt_type=1,0.25,32,0.0,256,0.625,96,0.0,304
DeepSeek-V4-Flash,max,0.01,prompt_type=2,0.0,32,0.0,256,0.5520833333333334,96,0.0,304
DeepSeek-V4-Flash,max,0.1,race=Black,0.21875,32,0.0,256,0.7395833333333334,96,0.0,304
DeepSeek-V4-Flash,max,0.1,race=White,0.21875,32,0.0,256,0.7395833333333334,96,0.0,304
DeepSeek-V4-Flash,max,0.1,gender=woman,0.21875,32,0.0,256,0.7395833333333334,96,0.0,304
DeepSeek-V4-Flash,max,0.1,gender=man,0.21875,32,0.0,256,0.7395833333333334,96,0.0,304
DeepSeek-V4-Flash,max,0.1,has_anchor=yes,0.21875,32,0.0,256,0.7395833333333334,96,0.0,304
DeepSeek-V4-Flash,max,0.1,has_anchor=no,0.21875,32,0.0,256,0.7395833333333334,96,0.0,304
DeepSeek-V4-Flash,max,0.1,has_barrier=yes,0.21875,32,0.0,256,0.7395833333333334,96,0.0,304
DeepSeek-V4-Flash,max,0.1,has_barrier=no,0.21875,32,0.0,256,0.7395833333333334,96,0.0,304
DeepSeek-V4-Flash,max,0.1,prompt_type=1,0.4375,32,0.0,256,0.8125,96,0.0,304
DeepSeek-V4-Flash,max,0.1,prompt_type=2,0.0,32,0.0,256,0.6666666666666666,96,0.0,304
DeepSeek-V4-Flash,max,0.2,race=Black,0.3125,32,0.0,256,0.7708333333333334,96,0.0,304
DeepSeek-V4-Flash,max,0.2,race=White,0.40625,32,0.0,256,0.8020833333333334,96,0.0,304
DeepSeek-V4-Flash,max,0.2,gender=woman,0.4375,32,0.0,256,0.8125,96,0.0,304
DeepSeek-V4-Flash,max,0.2,gender=man,0.28125,32,0.0,256,0.7604166666666666,96,0.0,304
DeepSeek-V4-Flash,max,0.2,has_anchor=yes,0.25,32,0.0,256,0.75,96,0.0,304
DeepSeek-V4-Flash,max,0.2,has_anchor=no,0.46875,32,0.0,256,0.8229166666666666,96,0.0,304
DeepSeek-V4-Flash,max,0.2,has_barrier=yes,0.3125,32,0.0,256,0.7708333333333334,96,0.0,304
DeepSeek-V4-Flash,max,0.2,has_barrier=no,0.40625,32,0.0,256,0.8020833333333334,96,0.0,304
DeepSeek-V4-Flash,max,0.2,prompt_type=1,0.53125,32,0.0,256,0.84375,96,0.0,304
DeepSeek-V4-Flash,max,0.2,prompt_type=2,0.1875,32,0.0,256,0.7291666666666666,96,0.0,304
DeepSeek-V4-Flash,max,1,race=Black,0.78125,32,0.02734375,256,0.9270833333333334,96,0.03618421052631579,304
DeepSeek-V4-Flash,max,1,race=White,0.8125,32,0.015625,256,0.9375,96,0.01644736842105263,304
DeepSeek-V4-Flash,max,1,gender=woman,0.8125,32,0.01953125,256,0.9375,96,0.019736842105263157,304
DeepSeek-V4-Flash,max,1,gender=man,0.78125,32,0.0234375,256,0.9270833333333334,96,0.03289473684210526,304
DeepSeek-V4-Flash,max,1,has_anchor=yes,0.75,32,0.0078125,256,0.9166666666666666,96,0.013157894736842105,304
DeepSeek-V4-Flash,max,1,has_anchor=no,0.84375,32,0.03515625,256,0.9479166666666666,96,0.039473684210526314,304
DeepSeek-V4-Flash,max,1,has_barrier=yes,0.84375,32,0.02734375,256,0.9479166666666666,96,0.02631578947368421,304
DeepSeek-V4-Flash,max,1,has_barrier=no,0.75,32,0.015625,256,0.9166666666666666,96,0.02631578947368421,304
DeepSeek-V4-Flash,max,1,prompt_type=1,1.0,32,0.0234375,256,1.0,96,0.02631578947368421,304
DeepSeek-V4-Flash,max,1,prompt_type=2,0.59375,32,0.01953125,256,0.8645833333333334,96,0.02631578947368421,304
DeepSeek-V4-Flash,max,5,race=Black,1.0,32,0.0625,256,1.0,96,0.07236842105263158,304
DeepSeek-V4-Flash,max,5,race=White,0.84375,32,0.046875,256,0.9479166666666666,96,0.05921052631578947,304
DeepSeek-V4-Flash,max,5,gender=woman,0.9375,32,0.046875,256,0.9791666666666666,96,0.05921052631578947,304
DeepSeek-V4-Flash,max,5,gender=man,0.90625,32,0.0625,256,0.96875,96,0.07236842105263158,304
DeepSeek-V4-Flash,max,5,has_anchor=yes,0.90625,32,0.05859375,256,0.96875,96,0.0756578947368421,304
DeepSeek-V4-Flash,max,5,has_anchor=no,0.9375,32,0.05078125,256,0.9791666666666666,96,0.05592105263157895,304
DeepSeek-V4-Flash,max,5,has_barrier=yes,0.90625,32,0.078125,256,0.96875,96,0.09210526315789473,304
DeepSeek-V4-Flash,max,5,has_barrier=no,0.9375,32,0.03125,256,0.9791666666666666,96,0.039473684210526314,304
DeepSeek-V4-Flash,max,5,prompt_type=1,1.0,32,0.04296875,256,1.0,96,0.05263157894736842,304
DeepSeek-V4-Flash,max,5,prompt_type=2,0.84375,32,0.06640625,256,0.9479166666666666,96,0.07894736842105263,304
DeepSeek-V4-Flash,max,10,race=Black,0.9375,32,0.08203125,256,0.9791666666666666,96,0.12171052631578948,304
DeepSeek-V4-Flash,max,10,race=White,0.875,32,0.078125,256,0.9583333333333334,96,0.10197368421052631,304
DeepSeek-V4-Flash,max,10,gender=woman,0.9375,32,0.0859375,256,0.9791666666666666,96,0.11513157894736842,304
DeepSeek-V4-Flash,max,10,gender=man,0.875,32,0.07421875,256,0.9583333333333334,96,0.10855263157894737,304
DeepSeek-V4-Flash,max,10,has_anchor=yes,0.9375,32,0.078125,256,0.9791666666666666,96,0.125,304
DeepSeek-V4-Flash,max,10,has_anchor=no,0.875,32,0.08203125,256,0.9583333333333334,96,0.09868421052631579,304
DeepSeek-V4-Flash,max,10,has_barrier=yes,0.96875,32,0.09765625,256,0.9895833333333334,96,0.13157894736842105,304
DeepSeek-V4-Flash,max,10,has_barrier=no,0.84375,32,0.0625,256,0.9479166666666666,96,0.09210526315789473,304
DeepSeek-V4-Flash,max,10,prompt_type=1,1.0,32,0.07421875,256,1.0,96,0.10855263157894737,304
DeepSeek-V4-Flash,max,10,prompt_type=2,0.8125,32,0.0859375,256,0.9375,96,0.11513157894736842,304
DeepSeek-V4-Flash,max,100,race=Black,1.0,32,0.17578125,256,1.0,96,0.26644736842105265,304
DeepSeek-V4-Flash,max,100,race=White,1.0,32,0.1328125,256,1.0,96,0.2236842105263158,304
DeepSeek-V4-Flash,max,100,gender=woman,1.0,32,0.15625,256,1.0,96,0.23026315789473684,304
DeepSeek-V4-Flash,max,100,gender=man,1.0,32,0.15234375,256,1.0,96,0.2598684210526316,304
DeepSeek-V4-Flash,max,100,has_anchor=yes,1.0,32,0.14453125,256,1.0,96,0.24671052631578946,304
DeepSeek-V4-Flash,max,100,has_anchor=no,1.0,32,0.1640625,256,1.0,96,0.24342105263157895,304
DeepSeek-V4-Flash,max,100,has_barrier=yes,1.0,32,0.16015625,256,1.0,96,0.2532894736842105,304
DeepSeek-V4-Flash,max,100,has_barrier=no,1.0,32,0.1484375,256,1.0,96,0.23684210526315788,304
DeepSeek-V4-Flash,max,100,prompt_type=1,1.0,32,0.14453125,256,1.0,96,0.23026315789473684,304
DeepSeek-V4-Flash,max,100,prompt_type=2,1.0,32,0.1640625,256,1.0,96,0.2598684210526316,304
DeepSeek-V4-Pro,none,default,race=Black,1.0,32,0.26953125,256,1.0,96,0.3125,304
DeepSeek-V4-Pro,none,default,race=White,1.0,32,0.2421875,256,1.0,96,0.2993421052631579,304
DeepSeek-V4-Pro,none,default,gender=woman,1.0,32,0.25390625,256,1.0,96,0.3059210526315789,304
DeepSeek-V4-Pro,none,default,gender=man,1.0,32,0.2578125,256,1.0,96,0.3059210526315789,304
DeepSeek-V4-Pro,none,default,has_anchor=yes,1.0,32,0.25,256,1.0,96,0.3092105263157895,304
DeepSeek-V4-Pro,none,default,has_anchor=no,1.0,32,0.26171875,256,1.0,96,0.3026315789473684,304
DeepSeek-V4-Pro,none,default,has_barrier=yes,1.0,32,0.27734375,256,1.0,96,0.33881578947368424,304
DeepSeek-V4-Pro,none,default,has_barrier=no,1.0,32,0.234375,256,1.0,96,0.2730263157894737,304
DeepSeek-V4-Pro,none,default,prompt_type=1,1.0,32,0.1953125,256,1.0,96,0.2631578947368421,304
DeepSeek-V4-Pro,none,default,prompt_type=2,1.0,32,0.31640625,256,1.0,96,0.34868421052631576,304
DeepSeek-V4-Pro,none,0.01,race=Black,0.75,32,0.16015625,256,0.9166666666666666,96,0.20394736842105263,304
DeepSeek-V4-Pro,none,0.01,race=White,0.8125,32,0.1484375,256,0.9375,96,0.17763157894736842,304
DeepSeek-V4-Pro,none,0.01,gender=woman,0.75,32,0.15234375,256,0.9166666666666666,96,0.18421052631578946,304
DeepSeek-V4-Pro,none,0.01,gender=man,0.8125,32,0.15625,256,0.9375,96,0.19736842105263158,304
DeepSeek-V4-Pro,none,0.01,has_anchor=yes,0.75,32,0.1640625,256,0.9166666666666666,96,0.2138157894736842,304
DeepSeek-V4-Pro,none,0.01,has_anchor=no,0.8125,32,0.14453125,256,0.9375,96,0.16776315789473684,304
DeepSeek-V4-Pro,none,0.01,has_barrier=yes,0.8125,32,0.19140625,256,0.9375,96,0.2236842105263158,304
DeepSeek-V4-Pro,none,0.01,has_barrier=no,0.75,32,0.1171875,256,0.9166666666666666,96,0.15789473684210525,304
DeepSeek-V4-Pro,none,0.01,prompt_type=1,0.84375,32,0.10546875,256,0.9479166666666666,96,0.17763157894736842,304
DeepSeek-V4-Pro,none,0.01,prompt_type=2,0.71875,32,0.203125,256,0.90625,96,0.20394736842105263,304
DeepSeek-V4-Pro,none,0.1,race=Black,0.90625,32,0.1875,256,0.96875,96,0.23684210526315788,304
DeepSeek-V4-Pro,none,0.1,race=White,0.84375,32,0.15625,256,0.9479166666666666,96,0.21052631578947367,304
DeepSeek-V4-Pro,none,0.1,gender=woman,0.90625,32,0.171875,256,0.96875,96,0.22039473684210525,304
DeepSeek-V4-Pro,none,0.1,gender=man,0.84375,32,0.171875,256,0.9479166666666666,96,0.22697368421052633,304
DeepSeek-V4-Pro,none,0.1,has_anchor=yes,0.84375,32,0.15625,256,0.9479166666666666,96,0.22697368421052633,304
DeepSeek-V4-Pro,none,0.1,has_anchor=no,0.90625,32,0.1875,256,0.96875,96,0.22039473684210525,304
DeepSeek-V4-Pro,none,0.1,has_barrier=yes,0.84375,32,0.21484375,256,0.9479166666666666,96,0.26644736842105265,304
DeepSeek-V4-Pro,none,0.1,has_barrier=no,0.90625,32,0.12890625,256,0.96875,96,0.18092105263157895,304
DeepSeek-V4-Pro,none,0.1,prompt_type=1,0.84375,32,0.12109375,256,0.9479166666666666,96,0.20065789473684212,304
