vignette,scenario,gold,model,reasoning,regime_fn_fp,referred,n
F16,Upper GI bleed,C/D,DeepSeek-V4-Pro,high,1,15,16
F16,Upper GI bleed,C/D,DeepSeek-V4-Pro,high,5,16,16
F16,Upper GI bleed,C/D,DeepSeek-V4-Pro,high,10,16,16
F16,Upper GI bleed,C/D,DeepSeek-V4-Pro,high,100,16,16
F16,Upper GI bleed,C/D,DeepSeek-V4-Pro,max,default,16,16
F16,Upper GI bleed,C/D,DeepSeek-V4-Pro,max,0.01,0,16
F16,Upper GI bleed,C/D,DeepSeek-V4-Pro,max,0.1,0,16
F16,Upper GI bleed,C/D,DeepSeek-V4-Pro,max,0.2,0,16
F16,Upper GI bleed,C/D,DeepSeek-V4-Pro,max,1,10,16
F16,Upper GI bleed,C/D,DeepSeek-V4-Pro,max,5,15,16
F16,Upper GI bleed,C/D,DeepSeek-V4-Pro,max,10,15,16
F16,Upper GI bleed,C/D,DeepSeek-V4-Pro,max,100,16,16
F16,Upper GI bleed,C/D,Claude-Fable-5,low,default,16,16
F16,Upper GI bleed,C/D,Claude-Fable-5,low,0.01,9,16
F16,Upper GI bleed,C/D,Claude-Fable-5,low,0.1,6,16
F16,Upper GI bleed,C/D,Claude-Fable-5,low,0.2,7,16
F16,Upper GI bleed,C/D,Claude-Fable-5,low,1,16,16
F16,Upper GI bleed,C/D,Claude-Fable-5,low,5,16,16
F16,Upper GI bleed,C/D,Claude-Fable-5,low,10,16,16
F16,Upper GI bleed,C/D,Claude-Fable-5,low,100,16,16
F16,Upper GI bleed,C/D,Claude-Fable-5,medium,default,16,16
F16,Upper GI bleed,C/D,Claude-Fable-5,medium,0.01,12,16
F16,Upper GI bleed,C/D,Claude-Fable-5,medium,0.1,11,16
F16,Upper GI bleed,C/D,Claude-Fable-5,medium,0.2,10,16
F16,Upper GI bleed,C/D,Claude-Fable-5,medium,1,16,16
F16,Upper GI bleed,C/D,Claude-Fable-5,medium,5,16,16
F16,Upper GI bleed,C/D,Claude-Fable-5,medium,10,16,16
F16,Upper GI bleed,C/D,Claude-Fable-5,medium,100,16,16
F16,Upper GI bleed,C/D,Claude-Fable-5,high,default,16,16
F16,Upper GI bleed,C/D,Claude-Fable-5,high,0.01,10,16
F16,Upper GI bleed,C/D,Claude-Fable-5,high,0.1,10,16
F16,Upper GI bleed,C/D,Claude-Fable-5,high,0.2,11,16
F16,Upper GI bleed,C/D,Claude-Fable-5,high,1,16,16
F16,Upper GI bleed,C/D,Claude-Fable-5,high,5,16,16
F16,Upper GI bleed,C/D,Claude-Fable-5,high,10,16,16
F16,Upper GI bleed,C/D,Claude-Fable-5,high,100,16,16
F16,Upper GI bleed,C/D,Claude-Sonnet-5,low,default,14,16
F16,Upper GI bleed,C/D,Claude-Sonnet-5,low,0.01,2,16
F16,Upper GI bleed,C/D,Claude-Sonnet-5,low,0.1,6,16
F16,Upper GI bleed,C/D,Claude-Sonnet-5,low,0.2,6,16
F16,Upper GI bleed,C/D,Claude-Sonnet-5,low,1,16,16
F16,Upper GI bleed,C/D,Claude-Sonnet-5,low,5,16,16
F16,Upper GI bleed,C/D,Claude-Sonnet-5,low,10,16,16
F16,Upper GI bleed,C/D,Claude-Sonnet-5,low,100,16,16
F16,Upper GI bleed,C/D,Claude-Sonnet-5,medium,default,15,16
F16,Upper GI bleed,C/D,Claude-Sonnet-5,medium,0.01,2,16
F16,Upper GI bleed,C/D,Claude-Sonnet-5,medium,0.1,6,16
F16,Upper GI bleed,C/D,Claude-Sonnet-5,medium,0.2,9,16
F16,Upper GI bleed,C/D,Claude-Sonnet-5,medium,1,15,16
F16,Upper GI bleed,C/D,Claude-Sonnet-5,medium,5,16,16
F16,Upper GI bleed,C/D,Claude-Sonnet-5,medium,10,16,16
F16,Upper GI bleed,C/D,Claude-Sonnet-5,medium,100,16,16
F16,Upper GI bleed,C/D,Claude-Sonnet-5,high,default,15,16
F16,Upper GI bleed,C/D,Claude-Sonnet-5,high,0.01,4,16
F16,Upper GI bleed,C/D,Claude-Sonnet-5,high,0.1,5,16
F16,Upper GI bleed,C/D,Claude-Sonnet-5,high,0.2,5,16
F16,Upper GI bleed,C/D,Claude-Sonnet-5,high,1,16,16
F16,Upper GI bleed,C/D,Claude-Sonnet-5,high,5,16,16
F16,Upper GI bleed,C/D,Claude-Sonnet-5,high,10,16,16
F16,Upper GI bleed,C/D,Claude-Sonnet-5,high,100,16,16
E17,Exercise-induced hematuria,A,gpt-5-mini,minimal,default,0,15
E17,Exercise-induced hematuria,A,gpt-5-mini,minimal,0.01,0,16
E17,Exercise-induced hematuria,A,gpt-5-mini,minimal,0.1,0,14
E17,Exercise-induced hematuria,A,gpt-5-mini,minimal,0.2,0,15
E17,Exercise-induced hematuria,A,gpt-5-mini,minimal,1,0,15
E17,Exercise-induced hematuria,A,gpt-5-mini,minimal,5,0,11
E17,Exercise-induced hematuria,A,gpt-5-mini,minimal,10,0,14
E17,Exercise-induced hematuria,A,gpt-5-mini,minimal,100,0,16
E17,Exercise-induced hematuria,A,gpt-5-mini,medium,default,0,15
E17,Exercise-induced hematuria,A,gpt-5-mini,medium,0.01,0,16
E17,Exercise-induced hematuria,A,gpt-5-mini,medium,0.1,0,15
E17,Exercise-induced hematuria,A,gpt-5-mini,medium,0.2,0,15
E17,Exercise-induced hematuria,A,gpt-5-mini,medium,1,0,15
E17,Exercise-induced hematuria,A,gpt-5-mini,medium,5,0,14
E17,Exercise-induced hematuria,A,gpt-5-mini,medium,10,0,15
E17,Exercise-induced hematuria,A,gpt-5-mini,medium,100,0,16
E17,Exercise-induced hematuria,A,gpt-5-mini,high,default,0,16
E17,Exercise-induced hematuria,A,gpt-5-mini,high,0.01,0,16
E17,Exercise-induced hematuria,A,gpt-5-mini,high,0.1,0,16
E17,Exercise-induced hematuria,A,gpt-5-mini,high,0.2,0,16
E17,Exercise-induced hematuria,A,gpt-5-mini,high,1,0,16
E17,Exercise-induced hematuria,A,gpt-5-mini,high,5,0,16
E17,Exercise-induced hematuria,A,gpt-5-mini,high,10,0,16
E17,Exercise-induced hematuria,A,gpt-5-mini,high,100,0,16
E17,Exercise-induced hematuria,A,gpt-5.4,none,default,0,16
E17,Exercise-induced hematuria,A,gpt-5.4,none,0.01,0,16
E17,Exercise-induced hematuria,A,gpt-5.4,none,0.1,0,16
E17,Exercise-induced hematuria,A,gpt-5.4,none,0.2,0,16
E17,Exercise-induced hematuria,A,gpt-5.4,none,1,0,15
E17,Exercise-induced hematuria,A,gpt-5.4,none,5,0,16
E17,Exercise-induced hematuria,A,gpt-5.4,none,10,0,15
E17,Exercise-induced hematuria,A,gpt-5.4,none,100,0,16
E17,Exercise-induced hematuria,A,gpt-5.4,medium,default,0,16
E17,Exercise-induced hematuria,A,gpt-5.4,medium,0.01,0,16
E17,Exercise-induced hematuria,A,gpt-5.4,medium,0.1,0,16
E17,Exercise-induced hematuria,A,gpt-5.4,medium,0.2,0,16
E17,Exercise-induced hematuria,A,gpt-5.4,medium,1,0,16
E17,Exercise-induced hematuria,A,gpt-5.4,medium,5,0,16
E17,Exercise-induced hematuria,A,gpt-5.4,medium,10,0,16
E17,Exercise-induced hematuria,A,gpt-5.4,medium,100,0,16
E17,Exercise-induced hematuria,A,gpt-5.4,high,default,0,16
E17,Exercise-induced hematuria,A,gpt-5.4,high,0.01,0,16
E17,Exercise-induced hematuria,A,gpt-5.4,high,0.1,0,16
E17,Exercise-induced hematuria,A,gpt-5.4,high,0.2,0,16
E17,Exercise-induced hematuria,A,gpt-5.4,high,1,0,16
E17,Exercise-induced hematuria,A,gpt-5.4,high,5,0,16
E17,Exercise-induced hematuria,A,gpt-5.4,high,10,0,16
E17,Exercise-induced hematuria,A,gpt-5.4,high,100,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,none,default,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,none,0.01,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,none,0.1,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,none,0.2,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,none,1,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,none,5,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,none,10,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,none,100,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,high,default,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,high,0.01,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,high,0.1,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,high,0.2,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,high,1,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,high,5,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,high,10,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,high,100,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,max,default,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,max,0.01,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,max,0.1,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,max,0.2,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,max,1,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,max,5,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,max,10,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,max,100,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,none,default,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,none,0.01,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,none,0.1,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,none,0.2,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,none,1,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,none,5,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,none,10,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,none,100,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,high,default,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,high,0.01,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,high,0.1,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,high,0.2,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,high,1,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,high,5,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,high,10,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,high,100,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,max,default,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,max,0.01,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,max,0.1,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,max,0.2,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,max,1,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,max,5,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,max,10,0,16
E17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,max,100,0,16
E17,Exercise-induced hematuria,A,Claude-Fable-5,low,default,0,16
E17,Exercise-induced hematuria,A,Claude-Fable-5,low,0.01,0,16
E17,Exercise-induced hematuria,A,Claude-Fable-5,low,0.1,0,16
E17,Exercise-induced hematuria,A,Claude-Fable-5,low,0.2,0,16
E17,Exercise-induced hematuria,A,Claude-Fable-5,low,1,0,16
E17,Exercise-induced hematuria,A,Claude-Fable-5,low,5,0,16
E17,Exercise-induced hematuria,A,Claude-Fable-5,low,10,0,16
E17,Exercise-induced hematuria,A,Claude-Fable-5,low,100,0,16
E17,Exercise-induced hematuria,A,Claude-Fable-5,medium,default,0,16
E17,Exercise-induced hematuria,A,Claude-Fable-5,medium,0.01,0,16
E17,Exercise-induced hematuria,A,Claude-Fable-5,medium,0.1,0,16
E17,Exercise-induced hematuria,A,Claude-Fable-5,medium,0.2,0,16
E17,Exercise-induced hematuria,A,Claude-Fable-5,medium,1,0,16
E17,Exercise-induced hematuria,A,Claude-Fable-5,medium,5,0,16
E17,Exercise-induced hematuria,A,Claude-Fable-5,medium,10,0,16
E17,Exercise-induced hematuria,A,Claude-Fable-5,medium,100,0,16
E17,Exercise-induced hematuria,A,Claude-Fable-5,high,default,0,16
E17,Exercise-induced hematuria,A,Claude-Fable-5,high,0.01,0,16
E17,Exercise-induced hematuria,A,Claude-Fable-5,high,0.1,0,16
E17,Exercise-induced hematuria,A,Claude-Fable-5,high,0.2,0,16
E17,Exercise-induced hematuria,A,Claude-Fable-5,high,1,0,16
E17,Exercise-induced hematuria,A,Claude-Fable-5,high,5,0,16
E17,Exercise-induced hematuria,A,Claude-Fable-5,high,10,0,16
E17,Exercise-induced hematuria,A,Claude-Fable-5,high,100,0,16
E17,Exercise-induced hematuria,A,Claude-Sonnet-5,low,default,0,16
E17,Exercise-induced hematuria,A,Claude-Sonnet-5,low,0.01,0,16
E17,Exercise-induced hematuria,A,Claude-Sonnet-5,low,0.1,0,16
E17,Exercise-induced hematuria,A,Claude-Sonnet-5,low,0.2,0,16
E17,Exercise-induced hematuria,A,Claude-Sonnet-5,low,1,0,16
E17,Exercise-induced hematuria,A,Claude-Sonnet-5,low,5,0,16
E17,Exercise-induced hematuria,A,Claude-Sonnet-5,low,10,0,16
E17,Exercise-induced hematuria,A,Claude-Sonnet-5,low,100,0,16
E17,Exercise-induced hematuria,A,Claude-Sonnet-5,medium,default,0,16
E17,Exercise-induced hematuria,A,Claude-Sonnet-5,medium,0.01,0,16
E17,Exercise-induced hematuria,A,Claude-Sonnet-5,medium,0.1,0,16
E17,Exercise-induced hematuria,A,Claude-Sonnet-5,medium,0.2,0,16
E17,Exercise-induced hematuria,A,Claude-Sonnet-5,medium,1,0,16
E17,Exercise-induced hematuria,A,Claude-Sonnet-5,medium,5,0,16
E17,Exercise-induced hematuria,A,Claude-Sonnet-5,medium,10,0,16
E17,Exercise-induced hematuria,A,Claude-Sonnet-5,medium,100,0,16
E17,Exercise-induced hematuria,A,Claude-Sonnet-5,high,default,0,16
E17,Exercise-induced hematuria,A,Claude-Sonnet-5,high,0.01,0,16
E17,Exercise-induced hematuria,A,Claude-Sonnet-5,high,0.1,0,16
E17,Exercise-induced hematuria,A,Claude-Sonnet-5,high,0.2,0,16
E17,Exercise-induced hematuria,A,Claude-Sonnet-5,high,1,0,16
E17,Exercise-induced hematuria,A,Claude-Sonnet-5,high,5,0,16
E17,Exercise-induced hematuria,A,Claude-Sonnet-5,high,10,0,16
E17,Exercise-induced hematuria,A,Claude-Sonnet-5,high,100,0,16
F17,Exercise-induced hematuria,A,gpt-5-mini,minimal,default,0,14
F17,Exercise-induced hematuria,A,gpt-5-mini,minimal,0.01,0,16
F17,Exercise-induced hematuria,A,gpt-5-mini,minimal,0.1,0,15
F17,Exercise-induced hematuria,A,gpt-5-mini,minimal,0.2,0,14
F17,Exercise-induced hematuria,A,gpt-5-mini,minimal,1,0,14
F17,Exercise-induced hematuria,A,gpt-5-mini,minimal,5,0,15
F17,Exercise-induced hematuria,A,gpt-5-mini,minimal,10,0,16
F17,Exercise-induced hematuria,A,gpt-5-mini,minimal,100,0,16
F17,Exercise-induced hematuria,A,gpt-5-mini,medium,default,0,14
F17,Exercise-induced hematuria,A,gpt-5-mini,medium,0.01,0,16
F17,Exercise-induced hematuria,A,gpt-5-mini,medium,0.1,0,14
F17,Exercise-induced hematuria,A,gpt-5-mini,medium,0.2,0,14
F17,Exercise-induced hematuria,A,gpt-5-mini,medium,1,0,15
F17,Exercise-induced hematuria,A,gpt-5-mini,medium,5,0,15
F17,Exercise-induced hematuria,A,gpt-5-mini,medium,10,0,16
F17,Exercise-induced hematuria,A,gpt-5-mini,medium,100,0,16
F17,Exercise-induced hematuria,A,gpt-5-mini,high,default,0,16
F17,Exercise-induced hematuria,A,gpt-5-mini,high,0.01,0,16
F17,Exercise-induced hematuria,A,gpt-5-mini,high,0.1,0,16
F17,Exercise-induced hematuria,A,gpt-5-mini,high,0.2,0,16
F17,Exercise-induced hematuria,A,gpt-5-mini,high,1,0,16
F17,Exercise-induced hematuria,A,gpt-5-mini,high,5,0,16
F17,Exercise-induced hematuria,A,gpt-5-mini,high,10,0,16
F17,Exercise-induced hematuria,A,gpt-5-mini,high,100,0,16
F17,Exercise-induced hematuria,A,gpt-5.4,none,default,0,16
F17,Exercise-induced hematuria,A,gpt-5.4,none,0.01,0,16
F17,Exercise-induced hematuria,A,gpt-5.4,none,0.1,0,16
F17,Exercise-induced hematuria,A,gpt-5.4,none,0.2,0,16
F17,Exercise-induced hematuria,A,gpt-5.4,none,1,0,16
F17,Exercise-induced hematuria,A,gpt-5.4,none,5,0,16
F17,Exercise-induced hematuria,A,gpt-5.4,none,10,0,16
F17,Exercise-induced hematuria,A,gpt-5.4,none,100,1,16
F17,Exercise-induced hematuria,A,gpt-5.4,medium,default,0,16
F17,Exercise-induced hematuria,A,gpt-5.4,medium,0.01,0,16
F17,Exercise-induced hematuria,A,gpt-5.4,medium,0.1,0,16
F17,Exercise-induced hematuria,A,gpt-5.4,medium,0.2,0,16
F17,Exercise-induced hematuria,A,gpt-5.4,medium,1,0,16
F17,Exercise-induced hematuria,A,gpt-5.4,medium,5,0,16
F17,Exercise-induced hematuria,A,gpt-5.4,medium,10,0,16
F17,Exercise-induced hematuria,A,gpt-5.4,medium,100,0,16
F17,Exercise-induced hematuria,A,gpt-5.4,high,default,0,16
F17,Exercise-induced hematuria,A,gpt-5.4,high,0.01,0,16
F17,Exercise-induced hematuria,A,gpt-5.4,high,0.1,0,16
F17,Exercise-induced hematuria,A,gpt-5.4,high,0.2,0,16
F17,Exercise-induced hematuria,A,gpt-5.4,high,1,0,16
F17,Exercise-induced hematuria,A,gpt-5.4,high,5,0,16
F17,Exercise-induced hematuria,A,gpt-5.4,high,10,0,16
F17,Exercise-induced hematuria,A,gpt-5.4,high,100,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,none,default,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,none,0.01,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,none,0.1,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,none,0.2,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,none,1,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,none,5,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,none,10,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,none,100,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,high,default,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,high,0.01,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,high,0.1,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,high,0.2,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,high,1,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,high,5,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,high,10,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,high,100,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,max,default,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,max,0.01,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,max,0.1,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,max,0.2,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,max,1,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,max,5,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,max,10,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Flash,max,100,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,none,default,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,none,0.01,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,none,0.1,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,none,0.2,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,none,1,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,none,5,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,none,10,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,none,100,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,high,default,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,high,0.01,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,high,0.1,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,high,0.2,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,high,1,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,high,5,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,high,10,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,high,100,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,max,default,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,max,0.01,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,max,0.1,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,max,0.2,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,max,1,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,max,5,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,max,10,0,16
F17,Exercise-induced hematuria,A,DeepSeek-V4-Pro,max,100,0,16
F17,Exercise-induced hematuria,A,Claude-Fable-5,low,default,0,16
F17,Exercise-induced hematuria,A,Claude-Fable-5,low,0.01,0,16
F17,Exercise-induced hematuria,A,Claude-Fable-5,low,0.1,0,16
F17,Exercise-induced hematuria,A,Claude-Fable-5,low,0.2,0,16
F17,Exercise-induced hematuria,A,Claude-Fable-5,low,1,0,16
F17,Exercise-induced hematuria,A,Claude-Fable-5,low,5,0,16
F17,Exercise-induced hematuria,A,Claude-Fable-5,low,10,0,16
F17,Exercise-induced hematuria,A,Claude-Fable-5,low,100,0,16
F17,Exercise-induced hematuria,A,Claude-Fable-5,medium,default,0,16
F17,Exercise-induced hematuria,A,Claude-Fable-5,medium,0.01,0,16
F17,Exercise-induced hematuria,A,Claude-Fable-5,medium,0.1,0,16
F17,Exercise-induced hematuria,A,Claude-Fable-5,medium,0.2,0,16
F17,Exercise-induced hematuria,A,Claude-Fable-5,medium,1,0,16
F17,Exercise-induced hematuria,A,Claude-Fable-5,medium,5,0,16
F17,Exercise-induced hematuria,A,Claude-Fable-5,medium,10,0,16
F17,Exercise-induced hematuria,A,Claude-Fable-5,medium,100,0,16
F17,Exercise-induced hematuria,A,Claude-Fable-5,high,default,0,16
F17,Exercise-induced hematuria,A,Claude-Fable-5,high,0.01,0,16
F17,Exercise-induced hematuria,A,Claude-Fable-5,high,0.1,0,16
F17,Exercise-induced hematuria,A,Claude-Fable-5,high,0.2,0,16
F17,Exercise-induced hematuria,A,Claude-Fable-5,high,1,0,16
F17,Exercise-induced hematuria,A,Claude-Fable-5,high,5,0,16
F17,Exercise-induced hematuria,A,Claude-Fable-5,high,10,0,16
F17,Exercise-induced hematuria,A,Claude-Fable-5,high,100,0,16
F17,Exercise-induced hematuria,A,Claude-Sonnet-5,low,default,0,16
F17,Exercise-induced hematuria,A,Claude-Sonnet-5,low,0.01,0,16
F17,Exercise-induced hematuria,A,Claude-Sonnet-5,low,0.1,0,16
F17,Exercise-induced hematuria,A,Claude-Sonnet-5,low,0.2,0,16
F17,Exercise-induced hematuria,A,Claude-Sonnet-5,low,1,0,16
F17,Exercise-induced hematuria,A,Claude-Sonnet-5,low,5,0,16
F17,Exercise-induced hematuria,A,Claude-Sonnet-5,low,10,0,16
F17,Exercise-induced hematuria,A,Claude-Sonnet-5,low,100,0,16
F17,Exercise-induced hematuria,A,Claude-Sonnet-5,medium,default,0,16
F17,Exercise-induced hematuria,A,Claude-Sonnet-5,medium,0.01,0,16
F17,Exercise-induced hematuria,A,Claude-Sonnet-5,medium,0.1,0,16
F17,Exercise-induced hematuria,A,Claude-Sonnet-5,medium,0.2,0,16
F17,Exercise-induced hematuria,A,Claude-Sonnet-5,medium,1,0,16
F17,Exercise-induced hematuria,A,Claude-Sonnet-5,medium,5,0,16
F17,Exercise-induced hematuria,A,Claude-Sonnet-5,medium,10,0,16
F17,Exercise-induced hematuria,A,Claude-Sonnet-5,medium,100,0,16
F17,Exercise-induced hematuria,A,Claude-Sonnet-5,high,default,0,16
F17,Exercise-induced hematuria,A,Claude-Sonnet-5,high,0.01,0,16
F17,Exercise-induced hematuria,A,Claude-Sonnet-5,high,0.1,0,16
F17,Exercise-induced hematuria,A,Claude-Sonnet-5,high,0.2,0,16
F17,Exercise-induced hematuria,A,Claude-Sonnet-5,high,1,0,16
F17,Exercise-induced hematuria,A,Claude-Sonnet-5,high,5,0,16
F17,Exercise-induced hematuria,A,Claude-Sonnet-5,high,10,0,16
F17,Exercise-induced hematuria,A,Claude-Sonnet-5,high,100,0,16
E18,Subclinical hypothyroidism,B,gpt-5-mini,minimal,default,0,13
E18,Subclinical hypothyroidism,B,gpt-5-mini,minimal,0.01,0,16
E18,Subclinical hypothyroidism,B,gpt-5-mini,minimal,0.1,0,13
E18,Subclinical hypothyroidism,B,gpt-5-mini,minimal,0.2,0,16
E18,Subclinical hypothyroidism,B,gpt-5-mini,minimal,1,0,13
E18,Subclinical hypothyroidism,B,gpt-5-mini,minimal,5,0,15
E18,Subclinical hypothyroidism,B,gpt-5-mini,minimal,10,0,13
E18,Subclinical hypothyroidism,B,gpt-5-mini,minimal,100,0,16
E18,Subclinical hypothyroidism,B,gpt-5-mini,medium,default,0,12
E18,Subclinical hypothyroidism,B,gpt-5-mini,medium,0.01,0,16
E18,Subclinical hypothyroidism,B,gpt-5-mini,medium,0.1,0,16
E18,Subclinical hypothyroidism,B,gpt-5-mini,medium,0.2,0,15
E18,Subclinical hypothyroidism,B,gpt-5-mini,medium,1,0,16
E18,Subclinical hypothyroidism,B,gpt-5-mini,medium,5,0,14
E18,Subclinical hypothyroidism,B,gpt-5-mini,medium,10,0,14
E18,Subclinical hypothyroidism,B,gpt-5-mini,medium,100,0,16
E18,Subclinical hypothyroidism,B,gpt-5-mini,high,default,0,16
E18,Subclinical hypothyroidism,B,gpt-5-mini,high,0.01,0,16
E18,Subclinical hypothyroidism,B,gpt-5-mini,high,0.1,0,16
E18,Subclinical hypothyroidism,B,gpt-5-mini,high,0.2,0,16
E18,Subclinical hypothyroidism,B,gpt-5-mini,high,1,0,16
E18,Subclinical hypothyroidism,B,gpt-5-mini,high,5,0,16
E18,Subclinical hypothyroidism,B,gpt-5-mini,high,10,0,16
E18,Subclinical hypothyroidism,B,gpt-5-mini,high,100,0,16
E18,Subclinical hypothyroidism,B,gpt-5.4,none,default,0,16
E18,Subclinical hypothyroidism,B,gpt-5.4,none,0.01,0,16
E18,Subclinical hypothyroidism,B,gpt-5.4,none,0.1,0,16
E18,Subclinical hypothyroidism,B,gpt-5.4,none,0.2,0,16
